Predator class,Predator order,Predator family,Prey class,Prey order,Prey family,region,reference,as cited in
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Muscicapidae,Spain,(Bigas 2006),
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Phylloscopidae,Spain,(Bigas 2006),
Insecta,Mantodea,Mantidae,Amphibia,Anura,Hylidae,Brazil,(Costa-Pereira Et Al. 2010),
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Maluridae,Australia,(Dale 2005),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Amphibia,Anura,Hylidae,Australia,(Dale 2005),
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Edwards 1934),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Fisher Jr 1994),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Reptilia,Squamata,Lacertidae,Spain,(Garc°A 1998),
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Hildebrand 1949),
Insecta,Mantodea,Mantidae,Reptilia,Squamata,Lacertidae,Hungary,(Jehle Et Al. 1996),
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Kesterson And Kesterson 1999),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Reptilia,Squamata,Gekkonidae,Hawaii,(La Rivers 1948),(Schalk And Cove 2018)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Laurent 1933),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Vireonidae,United States,(Lauro 1976),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Lorenz 2007),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Acanthizidae,Australia,(Morse 1922),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Acanthizidae,Australia,(Morse 1922),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Acanthizidae,Australia,(Morse 1922),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Acanthizidae,Australia,(Morse 1922),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Murray 1958),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Amphibia,Anura,Hylidae,Australia,(Nordberg Et Al. 2018),
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,Canada,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,Panama,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,Panama,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Nyffeler Et Al. 2017B),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Certhiidae,United States,(Prescott 1968),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Certhiidae,unknown,(Prescott 1968),(Mccormick And Polis 1982)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Estrildidae,South Africa,(Restall 2010),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Meliphagidae,Australia,(Ridpath 1977),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Meliphagidae,Australia,(Ridpath 1977),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Amphibia,Anura,Hylidae,Australia,(Ridpath 1977),(Toledo 2005)
Insecta,Mantodea,Mantidae,Amphibia,Anura,Hylidae,Australia,(Ridpath 1977),(Toledo 2005)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Ross 1984),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Russell 1961),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Schwetman 1995),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Shackelford Et Al. 2008),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Shackelford Et Al. 2008),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Shackelford Et Al. 2008),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Smith 1992),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Amphibia,Anura,Hylidae,Brazil,(Toledo 2005),(Toledo 2005)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,Belize,(Toops 1992),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Phylloscopidae,Tunisia,(Trouessart 1912),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Passeriformes,Estrildidae,Congo,(Vrydagh 1946),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Aves,Apodiformes,Trochilidae,United States,(Weingartner 1976),(Nyffeler Et Al. 2017B)
Insecta,Mantodea,Mantidae,Reptilia,Squamata,Gekkonidae,Australia,(Wright 1982),(Schalk And Cove 2018)
Insecta,Mantodea,Mantidae,Mammalia,?Eulipotyphla,Soricidae,unknown,(Ehrmann And Schmidt 1992),
Insecta,Mantodea,Mantidae,Amphibia,Anura,Unknown,Australia,(Nash 1962),
Insecta,Mantodea,Mantidae,Mammalia,Rodentia,Muridae,United States,(Nickle And Harper 1981),
Insecta,Mantodea,Mantidae,Reptilia,Squamata,Unknown,unknown,(Kevan 1985),
Insecta,Mantodea,Mantidae,Amphibia,Urodela,Salamandridae,United States,(Mebs Et Al. 2016),
Insecta,Megaloptera,Corydalidae,Amphibia,Anura,Ascaphidae,United States,(Jones And Raphael 1998),(Toledo 2005)
Insecta,Odonata,Aeshnidae,Actinopterygii,Cypriniformes,Cyprinidae,Canada,(Berezina 1960),(Mccormick And Polis 1982)
Insecta,Odonata,Aeshnidae,Amphibia,Anura,Hylidae,United States,(Caldwell Et Al. 1980),(Mccormick And Polis 1982)
Insecta,Odonata,Aeshnidae,Amphibia,Anura,Alsodidae,Argentina,(Casanovas And Ubeda 2006),
Insecta,Odonata,Aeshnidae,Amphibia,Anura,Ranidae,United States,(Debenedictis 1974),(Mccormick And Polis 1982)
Insecta,Odonata,Aeshnidae,Amphibia,Anura,Leptodactylidae,Brazil,(Gambale Et Al. 2014),
Insecta,Odonata,Aeshnidae,Amphibia,Anura,Ranidae,United States,(Garwood And Wheeler 2007),
Insecta,Odonata,Aeshnidae,Amphibia,Unknown,Unknown,unknown,(Kasimov 1956),(Mccormick And Polis 1982)
Insecta,Odonata,Aeshnidae,Actinopterygii,Perciformes,Centrarchidae,United States,(Kingsbury 1937),(Mccormick And Polis 1982)
Insecta,Odonata,Aeshnidae,Amphibia,Anura,Hylidae,Brazil,(Linares Et Al. 2016),
Insecta,Odonata,Aeshnidae,Amphibia,Anura,Hylidae,Brazil,(Linares Et Al. 2016),
Insecta,Odonata,Aeshnidae,Amphibia,Anura,Hylidae,Brazil,(Maciel Et Al. 2010),
Insecta,Odonata,Aeshnidae,Actinopterygii,Gasterosteiformes,Gasterosteidae,Canada,(Reist 1980),(Mccormick And Polis 1982)
Insecta,Odonata,Aeshnidae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Shirgur And Kewalramani 1972),(Mccormick And Polis 1982)
Insecta,Odonata,Aeshnidae,Reptilia,Squamata,Gekkonidae,Philippines,(Sy And Alaban 2014),
Insecta,Odonata,Aeshnidae,Amphibia,Anura,Bufonidae,South Africa,(Wager 1986),(Mccormick And Polis 1982)
Insecta,Odonata,Cordulegastridae,Actinopterygii,Cypriniformes,Cyprinidae,Canada,(Berezina 1960),(Mccormick And Polis 1982)
Insecta,Odonata,Cordulegastridae,Actinopterygii,Salmoniformes,Salmonidae,unknown,(Cockerell 1919),(Mccormick And Polis 1982)
Insecta,Odonata,Libellulidae,Amphibia,Anura,Bufonidae,unknown,(Heyer Et Al. 1975),(Mccormick And Polis 1982)
Insecta,Odonata,Libellulidae,Amphibia,Anura,Hylidae,unknown,(Heyer Et Al. 1975),(Mccormick And Polis 1982)
Insecta,Odonata,Libellulidae,Amphibia,Anura,Leptodactylidae,unknown,(Heyer Et Al. 1975),(Mccormick And Polis 1982)
Insecta,Odonata,Libellulidae,Amphibia,Anura,Hylidae,Costa Rica,(Heyer And Muedeking 1976),(Mccormick And Polis 1982)
Insecta,Odonata,Libellulidae,Amphibia,Anura,Leptodactylidae,Costa Rica,(Heyer And Muedeking 1976),(Mccormick And Polis 1982)
Insecta,Odonata,Libellulidae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Shirgur And Kewalramani 1972),(Mccormick And Polis 1982)
Insecta,Odonata,Libellulidae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Shirgur And Kewalramani 1972),(Mccormick And Polis 1982)
Insecta,Odonata,Unknown,Amphibia,Anura,Hylidae,Ecuador,(Heyer And Bellin 1973),(Mccormick And Polis 1982)
Insecta,Odonata,Unknown,Aves,Apodiformes,Trochilidae,United States,(Hofslund 1977),
Insecta,Odonata,Unknown,Amphibia,Anura,Hylidae,Brazil,(Ivan Et Al. 1993),
Insecta,Odonata,Unknown,Amphibia,Anura,Bufonidae,unknown,(Pomeroy 1982),(Mccormick And Polis 1982)
Insecta,Odonata,Unknown,Amphibia,Anura,Scaphiopodidae,United States,(Pomeroy 1982),(Mccormick And Polis 1982)
Insecta,Orthoptera,Tettigoniidae,Aves,Passeriformes,Ploceidae,Botswana,(Cheke Et Al. 2003),
Insecta,Orthoptera,Tettigoniidae,Reptilia,Squamata,Dactyloidae,Costa Rica,(Hawley 2007),(Schalk And Cove 2018)
Insecta,Trichoptera,Limnephilidae,Amphibia,Anura,Ranidae,United States,(Rubbo Et Al. 2006),
Insecta,Trichoptera,Phryganeidae,Amphibia,Urodela,Ambystomatidae,United States,(Murphy 1961),(Jobe Et Al. 2019)
Insecta,Trichoptera,Polycentropodidae,Actinopterygii,Salmoniformes,Salmonidae,unknown,(Townsend And Hildrew 1978),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Cambaridae,Amphibia,Urodela,Plethodontidae,United States,(Franklin 2000),(Jobe Et Al. 2019)
Malacostraca,Decapoda,Cambaridae,Amphibia,Urodela,Plethodontidae,United States,(Owen Et Al. 2016),(Jobe Et Al. 2019)
Malacostraca,Decapoda,Cambaridae,Reptilia,Squamata,Colubridae,United States,(Weaver 2004),(Schalk And Cove 2018)
Malacostraca,Decapoda,Coenobitidae,Aves,Charadriiformes,Laridae,unknown,(Helfman 1979),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Coenobitidae,Amphibia,Anura,Unknown,unknown,(Helfman 1979),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Coenobitidae,Aves,Charadriiformes,Unknown,unknown,(Pitman 1957),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Coenobitidae,Aves,Charadriiformes,Unknown,unknown,(Pitman 1957),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Coenobitidae,Reptilia,Squamata,Dactyloidae,Colombia,(Wolda 1975),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Coenobitidae,Aves,Columbiformes,Columbidae,Brazil,(Calegaro-Marques 1992),(Menezes And Marini 2017)
Malacostraca,Decapoda,Coenobitidae,Reptilia,Squamata,Colubridae,Guam,(Lardner Et Al. 2011),
Malacostraca,Decapoda,Coenobitidae,Aves,Anseriformes,Anatidae,puerto rico,(Meier Et Al. 1989),(Menezes And Marini 2017)
Malacostraca,Decapoda,Coenobitidae,Aves,Columbiformes,Columbidae,puerto rico,(Rivera-Mil†N And Schaffner 2002),(Menezes And Marini 2017)
Malacostraca,Decapoda,Coenobitidae,Aves,Phaethontiformes,Phaethontidae,puerto rico,(Schaffner 1991),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Suliformes,Sulidae,Carribean,(Atkinson 1985),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Charadriiformes,Laridae,puerto rico,(Burger And Gochfeld 1988),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Charadriiformes,Laridae,puerto rico,(Burger Et Al. 1989),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Reptilia,Testudines,Cheloniidae,Brazil,(De Carvalho Et Al. 2018),
Malacostraca,Decapoda,Gecarcinidae,Reptilia,Squamata,Colubridae,Sri Lanka,(De Zoysa Et Al. 2015),
Malacostraca,Decapoda,Gecarcinidae,Reptilia,Squamata,Viperidae,Costa Rica,(Dehling 2008),
Malacostraca,Decapoda,Gecarcinidae,Aves,Psittaciformes,Psittacidae,Bahamas,(Gnam 1986),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Psittaciformes,Psittacidae,Bahamas,(Gnam 1990),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Psittaciformes,Psittacidae,Bahamas,(Gnam 1992),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Charadriiformes,Laridae,Brazil,(Hazin And Macedo 2006),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Unknown,Unknown,Colombia,(L¢Pez-Victoria And Rozo 2006),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Columbiformes,Columbidae,puerto rico,(Rivera-Mil†N And Schaffner 2002),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Phaethontiformes,Phaethontidae,puerto rico,(Schaffner 1991),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Charadriiformes,Laridae,Brazil,(Schulz Neto 1998),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Charadriiformes,Laridae,Brazil,(Schulz Neto 1998),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Aves,Suliformes,Sulidae,Brazil,(Schulz Neto 1998),(Menezes And Marini 2017)
Malacostraca,Decapoda,Gecarcinidae,Amphibia,Anura,Microhylidae,Philippines,(Sy Et Al. 2015),
Malacostraca,Decapoda,Gecarcinucidae,Reptilia,Squamata,Pythonidae,India,(Vyas And Upadhayay 2015),
Malacostraca,Decapoda,Grapsidae,Amphibia,Anura,Leptodactylidae,Brazil,(Andrade Et Al. 2012),
Malacostraca,Decapoda,Grapsidae,Reptilia,Squamata,Diplodactylidae,New Zealand,(Bell And Bauer 2017),
Malacostraca,Decapoda,Grapsidae,Aves,Sphenisciformes,Spheniscidae,Ecuador,(Boersma 1976),(Menezes And Marini 2017)
Malacostraca,Decapoda,Grapsidae,Amphibia,Anura,Dendrobatidae,Guyana,(Bourne 2001),
Malacostraca,Decapoda,Grapsidae,Amphibia,Anura,Dendrobatidae,Guyana,(Bourne 2001),
Malacostraca,Decapoda,Grapsidae,Amphibia,Anura,Hylidae,Australia,(Pyke Et Al. 2013),
Malacostraca,Decapoda,Grapsidae,Amphibia,Anura,Hylidae,Australia,(Pyke Et Al. 2013),
Malacostraca,Decapoda,Grapsidae,Aves,Columbiformes,Columbidae,puerto rico,(Rivera-Mil†N And Schaffner 2002),(Menezes And Marini 2017)
Malacostraca,Decapoda,Grapsidae,Aves,Phaethontiformes,Phaethontidae,puerto rico,(Schaffner 1991),(Menezes And Marini 2017)
Malacostraca,Decapoda,Hippidae,Reptilia,Testudines,Cheloniidae,United States,(Ernst And Barbour 1972),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Hippidae,Reptilia,Testudines,Cheloniidae,United States,(Ernst And Barbour 1972),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Hippidae,Reptilia,Testudines,Cheloniidae,United States,(Ernst And Barbour 1972),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Hippidae,Amphibia,Anura,Unknown,South Africa,(Wager 1986),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Ocypodidae,Reptilia,Testudines,Cheloniidae,Australia,(Blamires Et Al. 1999),
Malacostraca,Decapoda,Ocypodidae,Reptilia,Testudines,Cheloniidae,Australia,(Bustard 1966),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Ocypodidae,Aves,Passeriformes,Muscicapidae,South Africa,(Comins 1961),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Ocypodidae,Reptilia,Squamata,Viperidae,United States,(Cross 2002),(Schalk And Cove 2018)
Malacostraca,Decapoda,Ocypodidae,Reptilia,Squamata,Elapidae,New Caledonia,(Cunkelman And Bauer 2006),
Malacostraca,Decapoda,Ocypodidae,Reptilia,Testudines,Cheloniidae,Micronesia,(Kolinski 1994),
Malacostraca,Decapoda,Ocypodidae,Reptilia,Testudines,Cheloniidae,Cape Verde,(Marco Et Al. 2015),
Malacostraca,Decapoda,Ocypodidae,Reptilia,Squamata,Tropiduridae,Brazil,(Rocha And Davor 1998),
Malacostraca,Decapoda,Ocypodidae,Aves,Charadriiformes,Haematopodidae,United States,(Sabine Et Al. 2005),(Menezes And Marini 2017)
Malacostraca,Decapoda,Ocypodidae,Reptilia,Squamata,Teiidae,Brazil,(Segadilha Et Al. 2016),
Malacostraca,Decapoda,Ocypodidae,Reptilia,Testudines,Dermochelyidae,Costa Rica,(Tomillo Et Al. 2010),
Malacostraca,Decapoda,Paguridae,Reptilia,Testudines,Cheloniidae,Micronesia,(Kolinski 1994),
Malacostraca,Decapoda,Penaeidae,Actinopterygii,Unknown,Unknown,Philippines,(Marte 1980),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Portunidae,Reptilia,Testudines,Kinosternidae,United States,(Hendrickson 1958),(Mccormick And Polis 1982)
Malacostraca,Decapoda,Portunidae,Reptilia,Squamata,Colubridae,United States,(Mohrman Et Al. 2008),
Malacostraca,Decapoda,Portunidae,Reptilia,Squamata,Elapidae,Thailand,(Voris And Jeffries 1995),
Malacostraca,Decapoda,Potamidae,Amphibia,Anura,Dicroglossidae,Taiwan,(Tsuji 2005),
Malacostraca,Decapoda,Potamonautidae,Amphibia,Anura,Pipidae,South Africa,(Gutsche And Elepfandt 2007),
Malacostraca,Decapoda,Potamonautidae,Amphibia,Anura,Megophryidae,Philippines,(Lorenzo Et Al. 2017),
Malacostraca,Decapoda,Potamonautidae,Reptilia,Squamata,Homalopsidae,Malaysia,(Low And Sind 2017),
Malacostraca,Decapoda,Potamonautidae,Amphibia,Anura,Mantellidae,Madagascar,(Rosa Et Al. 2014),
Malacostraca,Decapoda,Potamonautidae,Amphibia,Anura,Conrauidae,Guinea,(SchÑFer Et Al. 2019),
Malacostraca,Decapoda,Potamonautidae,Amphibia,Anura,Conrauidae,Guinea,(SchÑFer Et Al. 2019),
Malacostraca,Decapoda,Pseudothelphusidae,Amphibia,Anura,Eleutherodactylidae,Cuba,(Fong G. Et Al. 2012),
Malacostraca,Decapoda,Pseudothelphusidae,Amphibia,Anura,Eleutherodactylidae,Cuba,(Fong G. Et Al. 2012),
Malacostraca,Decapoda,Pseudothelphusidae,Amphibia,Anura,Aromobatidae,Venezuela,(L¢Pez-S†Nchez Et Al.),
Malacostraca,Decapoda,Pseudothelphusidae,Reptilia,Squamata,Colubridae,Trinidad and Tobago,(Maitland 2003),
Malacostraca,Decapoda,Pseudothelphusidae,Reptilia,Squamata,Colubridae,Trinidad and Tobago,(Maitland 2003),
Malacostraca,Decapoda,Pseudothelphusidae,Reptilia,Squamata,Colubridae,Trinidad and Tobago,(Maitland 2003),
Malacostraca,Decapoda,Pseudothelphusidae,Reptilia,Squamata,Colubridae,Trinidad and Tobago,(Maitland 2003),
Malacostraca,Decapoda,Pseudothelphusidae,Reptilia,Squamata,Colubridae,Trinidad and Tobago,(Maitland 2003),
Malacostraca,Decapoda,Pseudothelphusidae,Reptilia,Squamata,Colubridae,Trinidad and Tobago,(Maitland 2003),
Malacostraca,Decapoda,Pseudothelphusidae,Amphibia,Anura,Leiuperidae,Panama,(Ryan Et Al. 1982),(Toledo 2005)
Malacostraca,Decapoda,Pseudothelphusidae,Amphibia,Anura,Hylidae,Trinidad and Tobago,(Townsend And Moore 2005),
Malacostraca,Decapoda,Pseudothelphusidae,Amphibia,Anura,Hylidae,Costa Rica,(Warrington And Cossel 2012),
Malacostraca,Decapoda,Pseudothelphusidae,Reptilia,Squamata,Dactyloidae,Costa Rica,(Wehrtmann Et Al. 2019),
Malacostraca,Decapoda,Pseudothelphusidae,Amphibia,Anura,Hylidae,Costa Rica,(Wehrtmann Et Al. 2019),
Malacostraca,Decapoda,Sesarmidae,Amphibia,Anura,Dendrobatidae,Panama,(Gray And Christy 2000),
Malacostraca,Decapoda,Trichodactylidae,Amphibia,Anura,Hylidae,Brazil,(Caldart Et Al. 2011),
Malacostraca,Decapoda,Trichodactylidae,Amphibia,Anura,Leptodactylidae,Brazil,(De P. Affonso And Signorelli 2011),
Malacostraca,Decapoda,Trichodactylidae,Amphibia,Anura,Hylidae,Brazil,(Marques Et Al. 2013),
Malacostraca,Decapoda,Trichodactylidae,Reptilia,Squamata,Colubridae,Brazil,(Tavares-Pinheiro Et Al. 2018),
Malacostraca,Decapoda,Unknown,Amphibia,Anura,Unknown,Sri Lanka,(De Silva 1997),
Malacostraca,Decapoda,Unknown,Aves,Anseriformes,Anatidae,virgin islands,(Nellis Et Al. 1984),(Menezes And Marini 2017)
Malacostraca,Isopoda,Asellidae,Amphibia,Urodela,Ambystomatidae,United States,(Hutton And Price. 2018),(Jobe Et Al. 2019)
Malacostraca,Stomatopoda,Lysiosquillidae,Actinopterygii,Unknown,Unknown,unknown,(Kaestner 1970),(Mccormick And Polis 1982)
Malacostraca,Stomatopoda,Lysiosquillidae,Actinopterygii,Unknown,Unknown,unknown,(Kaestner 1970),(Mccormick And Polis 1982)
Ostracoda,Myodocopida,Cypridinidae,Actinopterygii,Unknown,Unknown,unknown,(Barnes 1974),(Mccormick And Polis 1982)
Ostracoda,Myodocopida,Cypridinidae,Actinopterygii,Unknown,Unknown,unknown,(Kaestner 1970),(Mccormick And Polis 1982)
